src	trg	weight	src_type	trg_type	edge_type
2683	3753	0.7400	1	5	1#5
2644	3489	0.7400	2	5	2#5
2759	7911	0.7400	2	1	1#2
3386	3702	0.7400	3	4	3#4
1294	1612	0.7400	2	4	2#4
218	1271	0.7400	5	3	3#5
3799	4404	0.7400	4	5	4#5
957	1010	0.7400	5	2	2#5
2667	3059	0.7400	3	3	3#3
6312	6585	0.7400	4	5	4#5
329	1563	0.7400	1	3	1#3
45	1612	0.7400	4	4	4#4
341	2583	0.7400	4	5	4#5
5654	7060	0.7400	5	3	3#5
401	2841	0.7400	5	5	5#5
2501	5161	0.7400	2	3	2#3
1087	2006	0.7400	5	2	2#5
1359	1864	0.7400	3	4	3#4
2014	2246	0.7400	4	3	3#4
547	1329	0.7400	2	2	2#2
210	361	0.7400	5	2	2#5
4063	9074	0.7400	2	5	2#5
4849	4975	0.7400	3	4	3#4
1257	3776	0.7400	4	1	1#4
4738	9074	0.7400	2	5	2#5
382	2563	0.7400	4	4	4#4
2551	3809	0.7400	2	5	2#5
1138	7384	0.7400	1	3	1#3
783	2035	0.7400	1	4	1#4
5044	5283	0.7400	4	4	4#4
5158	6192	0.7400	4	4	4#4
31	5393	0.7400	2	3	2#3
5371	5571	0.7400	4	1	1#4
979	1032	0.7400	2	3	2#3
6549	7142	0.7400	1	4	1#4
8	160	0.7400	3	2	2#3
365	4750	0.7400	5	5	5#5
2209	4555	0.7400	2	5	2#5
5064	5730	0.7400	4	3	3#4
2189	6432	0.7400	2	5	2#5
1646	2273	0.7400	3	2	2#3
1748	6157	0.7400	3	5	3#5
8799	9067	0.7400	4	2	2#4
1994	7189	0.7400	4	5	4#5
257	5415	0.7400	5	4	4#5
2273	4982	0.7400	2	1	1#2
149	5691	0.7400	4	1	1#4
5632	8204	0.7400	4	4	4#4
704	7267	0.7400	3	4	3#4
7569	8679	0.7400	2	4	2#4
20	645	0.7400	3	5	3#5
8460	8473	0.7400	4	2	2#4
130	2357	0.7400	2	2	2#2
626	3195	0.7400	2	1	1#2
1311	9357	0.7400	5	3	3#5
5696	8473	0.7400	2	2	2#2
991	1925	0.7400	3	3	3#3
4836	9136	0.7400	5	3	3#5
1319	7072	0.7400	5	2	2#5
2696	4066	0.7400	2	1	1#2
166	5180	0.7400	1	5	1#5
5863	6858	0.7400	1	5	1#5
293	4590	0.7400	1	2	1#2
264	648	0.7400	1	5	1#5
3806	4426	0.7400	1	5	1#5
123	5313	0.7400	5	3	3#5
1945	2564	0.7400	2	3	2#3
1215	3200	0.7400	1	2	1#2
990	1005	0.7400	4	2	2#4
860	5224	0.7400	2	1	1#2
589	5120	0.7400	3	3	3#3
1641	4148	0.7400	5	1	1#5
2503	3012	0.7400	3	5	3#5
5040	5120	0.7400	2	3	2#3
59	5157	0.7400	5	2	2#5
6461	7097	0.7400	3	1	1#3
1494	1720	0.7400	1	4	1#4
5602	7358	0.7400	3	1	1#3
3965	4164	0.7400	5	2	2#5
2742	8209	0.7400	1	1	1#1
3362	7522	0.7400	5	3	3#5
1908	6938	0.7400	4	3	3#4
2854	5215	0.7400	4	5	4#5
2657	2666	0.7400	1	4	1#4
1745	5265	0.7400	1	2	1#2
6877	7072	0.7400	5	2	2#5
5157	7709	0.7400	2	3	2#3
627	6069	0.7400	3	2	2#3
1467	4878	0.7400	1	4	1#4
45	8408	0.7400	4	5	4#5
822	5159	0.7400	5	4	4#5
3712	8419	0.7400	1	2	1#2
164	672	0.7400	3	3	3#3
148	5986	0.7400	5	3	3#5
3076	4307	0.7400	3	3	3#3
1895	7032	0.7400	3	3	3#3
890	5889	0.7400	3	5	3#5
4902	7568	0.7400	5	3	3#5
1982	9389	0.7400	3	2	2#3
843	5063	0.7400	4	1	1#4
542	5274	0.7400	4	2	2#4
472	1258	0.7400	4	4	4#4
47	5159	0.7400	4	4	4#4
4105	4688	0.7400	5	4	4#5
2833	8603	0.7400	4	1	1#4
210	1176	0.7400	5	1	1#5
3073	9206	0.7400	2	3	2#3
482	5040	0.7400	1	2	1#2
4380	4419	0.7400	2	3	2#3
6623	8818	0.7400	4	4	4#4
725	7190	0.7400	1	2	1#2
2748	4017	0.7400	5	4	4#5
84	5973	0.7400	3	2	2#3
1274	4688	0.7400	4	4	4#4
226	811	0.7400	5	1	1#5
5303	5743	0.7400	3	1	1#3
80	2580	0.7400	1	1	1#1
100	531	0.7400	5	2	2#5
531	7805	0.7400	2	1	1#2
3188	5026	0.7400	2	2	2#2
2395	6922	0.7400	4	3	3#4
1689	2266	0.7400	4	5	4#5
5215	7588	0.7400	5	3	3#5
109	1975	0.7400	2	4	2#4
21	3304	0.7400	3	3	3#3
590	2758	0.7400	5	1	1#5
424	649	0.7400	2	5	2#5
322	2979	0.7400	1	2	1#2
7503	7707	0.7400	4	1	1#4
7355	9566	0.7400	2	1	1#2
5710	5823	0.7400	1	3	1#3
5015	5088	0.7400	1	5	1#5
3877	8761	0.7400	3	1	1#3
1611	2266	0.7400	5	5	5#5
7	2526	0.7400	3	2	2#3
5020	7246	0.7400	1	3	1#3
168	5636	0.7400	1	5	1#5
2574	8922	0.7400	2	1	1#2
6787	7393	0.7400	3	3	3#3
173	1596	0.7400	4	1	1#4
6662	7207	0.7400	1	3	1#3
2640	7522	0.7400	1	3	1#3
3496	8594	0.7400	2	5	2#5
5089	7754	0.7400	1	2	1#2
4496	9376	0.7400	2	3	2#3
942	2426	0.7400	1	3	1#3
491	7698	0.7400	4	5	4#5
131	1956	0.7400	3	2	2#3
2134	6883	0.7400	2	2	2#2
3907	8907	0.7400	1	3	1#3
599	5514	0.7400	4	5	4#5
1855	7305	0.7400	1	5	1#5
2598	8383	0.7400	2	1	1#2
6281	6306	0.7400	5	3	3#5
64	7563	0.7400	1	2	1#2
5713	6877	0.7400	4	5	4#5
254	2667	0.7400	4	3	3#4
2690	5157	0.7400	3	2	2#3
4325	7305	0.7400	3	5	3#5
4184	8715	0.7400	1	2	1#2
7181	8383	0.7400	1	1	1#1
3457	5025	0.7400	5	1	1#5
2885	5367	0.7400	1	2	1#2
295	1352	0.7400	3	2	2#3
4	1149	0.7400	1	4	1#4
3219	8681	0.7400	4	4	4#4
362	2511	0.7400	1	1	1#1
2815	2906	0.7400	1	5	1#5
724	1352	0.7400	3	2	2#3
1906	4440	0.7400	5	3	3#5
1128	9644	0.7400	1	2	1#2
488	842	0.7400	3	5	3#5
817	3187	0.7400	4	2	2#4
510	5695	0.7400	3	3	3#3
260	270	0.7400	5	2	2#5
651	2192	0.7400	3	5	3#5
996	2564	0.7400	5	3	3#5
737	3418	0.7400	5	1	1#5
5964	8637	0.7400	2	4	2#4
187	1260	0.7400	4	2	2#4
6159	8637	0.7400	2	4	2#4
3601	4109	0.7400	3	1	1#3
4189	4522	0.7400	2	4	2#4
401	1845	0.7400	5	3	3#5
1094	3167	0.7400	5	1	1#5
1261	1525	0.7400	1	1	1#1
5001	8408	0.7400	5	5	5#5
5880	6192	0.7400	4	4	4#4
1105	3167	0.7400	5	1	1#5
1955	3167	0.7400	3	1	1#3
158	497	0.7400	5	5	5#5
89	1525	0.7400	1	1	1#1
4534	8284	0.7400	1	4	1#4
8165	8715	0.7400	1	2	1#2
5481	5674	0.7400	2	1	1#2
414	996	0.7400	3	5	3#5
35	2372	0.7400	1	1	1#1
396	2211	0.7400	4	5	4#5
3315	3607	0.7400	3	3	3#3
3782	4133	0.7400	4	5	4#5
580	6664	0.7400	2	3	2#3
245	255	0.7400	4	4	4#4
186	3049	0.7400	3	4	3#4
123	3256	0.7400	5	2	2#5
3126	8599	0.7400	4	2	2#4
2835	8147	0.7400	1	4	1#4
1924	7149	0.7400	1	2	1#2
681	980	0.7400	4	5	4#5
366	4145	0.7400	3	3	3#3
5685	5693	0.7400	1	1	1#1
444	1137	0.7400	1	2	1#2
1643	3928	0.7400	5	1	1#5
3857	5246	0.7400	5	4	4#5
22	988	0.7400	2	4	2#4
1021	5392	0.7400	2	1	1#2
5705	7310	0.7400	5	1	1#5
1276	1910	0.7400	1	3	1#3
665	2502	0.7400	1	3	1#3
6046	6242	0.7400	2	2	2#2
668	3322	0.7400	1	2	1#2
13	970	0.7400	1	1	1#1
2668	3298	0.7400	5	4	4#5
1352	1372	0.7400	2	1	1#2
5	628	0.7400	5	4	4#5
5015	5952	0.7400	1	2	1#2
158	2502	0.7400	5	3	3#5
6257	7887	0.7400	3	2	2#3
5600	8253	0.7400	5	2	2#5
2506	8253	0.7400	2	2	2#2
1591	6574	0.7400	3	3	3#3
42	810	0.7400	3	1	1#3
363	471	0.7400	2	2	2#2
6490	6974	0.7400	3	4	3#4
1486	8204	0.7400	5	4	4#5
1264	1730	0.7400	2	1	1#2
557	4925	0.7400	3	5	3#5
1411	6876	0.7400	3	3	3#3
1138	1592	0.7400	1	3	1#3
1901	2133	0.7400	5	4	4#5
783	5628	0.7400	1	2	1#2
7	1377	0.7400	3	5	3#5
590	2934	0.7400	5	2	2#5
151	1860	0.7400	2	5	2#5
391	8830	0.7400	3	4	3#4
81	5083	0.7400	5	4	4#5
1604	9104	0.7400	3	4	3#4
5903	6724	0.7400	1	4	1#4
2823	3526	0.7400	3	2	2#3
2853	5337	0.7400	2	2	2#2
72	5542	0.7400	5	4	4#5
142	6937	0.7400	5	3	3#5
940	1253	0.7400	3	5	3#5
230	3971	0.7400	5	2	2#5
855	1748	0.7400	3	3	3#3
3845	9048	0.7400	5	5	5#5
2220	6977	0.7400	2	5	2#5
5021	7505	0.7400	1	2	1#2
6603	6699	0.7400	3	4	3#4
551	4902	0.7400	5	5	5#5
6294	6457	0.7400	5	2	2#5
1351	1722	0.7400	5	5	5#5
627	5548	0.7400	3	1	1#3
4766	5714	0.7400	5	3	3#5
4030	4190	0.7400	5	3	3#5
6252	8166	0.7400	5	4	4#5
1088	5378	0.7400	1	5	1#5
5161	8166	0.7400	3	4	3#4
5382	7287	0.7400	5	4	4#5
298	5185	0.7400	2	4	2#4
2581	2824	0.7400	3	4	3#4
4869	9219	0.7400	2	5	2#5
8595	9222	0.7400	5	2	2#5
24	8166	0.7400	5	4	4#5
1182	7751	0.7400	4	2	2#4
121	752	0.7400	4	4	4#4
1592	4402	0.7400	3	2	2#3
337	1256	0.7400	2	1	1#2
2511	2784	0.7400	1	1	1#1
2585	5012	0.7400	2	2	2#2
7816	8565	0.7400	3	1	1#3
1335	1574	0.7400	4	4	4#4
7940	8076	0.7400	5	2	2#5
3842	7685	0.7400	2	3	2#3
8129	8395	0.7400	2	4	2#4
3879	8840	0.7400	2	2	2#2
869	5187	0.7400	3	5	3#5
7213	9869	0.7400	5	2	2#5
3127	3626	0.7400	2	3	2#3
2796	3424	0.7400	5	1	1#5
2978	4856	0.7400	4	4	4#4
6567	6958	0.7400	3	2	2#3
5842	5849	0.7400	5	3	3#5
5338	7526	0.7400	2	1	1#2
2041	2301	0.7400	3	1	1#3
3414	8179	0.7400	2	2	2#2
633	1345	0.7400	3	1	1#3
2502	7855	0.7400	3	4	3#4
2657	7748	0.7400	1	1	1#1
2387	3960	0.7400	2	5	2#5
8596	9707	0.7400	4	1	1#4
783	865	0.7400	1	4	1#4
1730	2971	0.7400	1	5	1#5
56	902	0.7400	5	4	4#5
1045	2920	0.7400	1	5	1#5
332	6260	0.7400	4	1	1#4
433	2816	0.7400	5	2	2#5
1506	6393	0.7400	5	5	5#5
322	6427	0.7400	1	5	1#5
3642	7915	0.7400	2	3	2#3
1578	6260	0.7400	5	1	1#5
160	176	0.7400	2	3	2#3
873	3291	0.7400	3	5	3#5
8470	9720	0.7400	2	2	2#2
6924	8773	0.7400	1	1	1#1
5185	5567	0.7400	4	5	4#5
6329	6650	0.7400	2	4	2#4
6167	8462	0.7400	4	3	3#4
41	2930	0.7400	5	4	4#5
5266	5449	0.7400	3	4	3#4
1253	1441	0.7400	5	3	3#5
5256	6662	0.7400	2	1	1#2
185	5029	0.7400	3	5	3#5
8288	8462	0.7400	4	3	3#4
7501	7555	0.7400	4	1	1#4
2328	4709	0.7400	3	5	3#5
6787	8175	0.7400	3	3	3#3
3403	7075	0.7400	1	3	1#3
8095	9135	0.7400	1	4	1#4
5547	6816	0.7400	4	4	4#4
2984	5045	0.7400	4	4	4#4
3347	9558	0.7400	3	1	1#3
1083	5449	0.7400	5	4	4#5
5317	9580	0.7400	1	4	1#4
1798	6993	0.7400	4	4	4#4
6265	6392	0.7400	3	3	3#3
7117	7328	0.7400	4	1	1#4
6535	6650	0.7400	3	4	3#4
5100	7598	0.7400	3	5	3#5
5307	6550	0.7400	5	1	1#5
205	597	0.7400	2	3	2#3
884	5864	0.7400	2	4	2#4
3049	3681	0.7400	4	1	1#4
6412	6804	0.7400	4	2	2#4
5674	9524	0.7400	1	1	1#1
2687	7598	0.7400	3	5	3#5
334	5027	0.7400	1	5	1#5
217	1469	0.7400	4	2	2#4
7590	8766	0.7400	5	5	5#5
2689	6478	0.7400	4	1	1#4
5670	8289	0.7400	1	4	1#4
3751	3967	0.7400	4	1	1#4
6047	6174	0.7400	1	3	1#3
1047	5420	0.7400	5	4	4#5
4479	8824	0.7400	2	3	2#3
3376	3996	0.7400	4	1	1#4
2970	4626	0.7400	3	1	1#3
2355	4224	0.7400	3	4	3#4
1650	3782	0.7400	1	4	1#4
512	7662	0.7400	5	4	4#5
3135	8842	0.7400	5	4	4#5
1271	6602	0.7400	3	3	3#3
4112	6768	0.7400	3	2	2#3
3404	8686	0.7400	1	4	1#4
8457	9398	0.7400	3	4	3#4
3845	8152	0.7400	5	3	3#5
672	1486	0.7400	3	5	3#5
2777	5509	0.7400	4	3	3#4
1354	5244	0.7400	3	2	2#3
3724	8700	0.7400	4	4	4#4
2165	3725	0.7400	4	4	4#4
7542	8753	0.7400	2	1	1#2
2425	6173	0.7400	3	2	2#3
5443	5681	0.7400	4	1	1#4
133	9461	0.7400	3	2	2#3
70	5036	0.7400	5	3	3#5
762	959	0.7400	5	4	4#5
5808	6118	0.7400	2	1	1#2
3176	4463	0.7400	4	3	3#4
3174	3440	0.7400	2	3	2#3
2610	5295	0.7400	2	5	2#5
4934	8467	0.7400	3	4	3#4
2422	4922	0.7400	4	4	4#4
1396	6489	0.7400	4	1	1#4
547	5014	0.7400	2	1	1#2
5865	8373	0.7400	4	1	1#4
3210	4557	0.7400	3	3	3#3
724	3149	0.7400	3	5	3#5
3443	4383	0.7400	1	3	1#3
6617	9098	0.7400	4	3	3#4
977	6292	0.7400	3	1	1#3
5978	7640	0.7400	4	5	4#5
4430	9732	0.7400	2	1	1#2
3255	7363	0.7400	3	3	3#3
3139	3525	0.7400	3	5	3#5
4938	7200	0.7400	5	2	2#5
3851	4826	0.7400	3	3	3#3
1437	2142	0.7400	3	1	1#3
940	1566	0.7400	3	3	3#3
5323	5626	0.7400	3	1	1#3
2676	4932	0.7400	3	1	1#3
394	2592	0.7400	1	1	1#1
2647	2911	0.7400	1	2	1#2
863	5719	0.7400	4	5	4#5
92	123	0.7400	5	5	5#5
124	5016	0.7400	4	1	1#4
121	123	0.7400	4	5	4#5
5378	6570	0.7400	5	4	4#5
2032	2184	0.7400	1	5	1#5
4	40	0.7400	1	5	1#5
2580	3525	0.7400	1	5	1#5
2581	2602	0.7400	3	2	2#3
1877	3908	0.7400	5	5	5#5
479	1798	0.7400	3	4	3#4
1116	2990	0.7400	3	1	1#3
5497	8467	0.7400	4	4	4#4
713	5782	0.7400	4	4	4#4
63	3793	0.7400	2	4	2#4
92	706	0.7400	5	4	4#5
391	706	0.7400	3	4	3#4
945	5972	0.7400	5	1	1#5
127	5433	0.7400	3	2	2#3
6654	9145	0.7400	1	1	1#1
1310	2798	0.7400	1	4	1#4
1339	3848	0.7400	5	3	3#5
3833	5391	0.7400	3	4	3#4
2605	6387	0.7400	3	2	2#3
479	5353	0.7400	3	3	3#3
670	2042	0.7400	5	4	4#5
4417	8126	0.7400	1	5	1#5
6270	6909	0.7400	2	1	1#2
1140	2229	0.7400	2	5	2#5
1498	2482	0.7400	2	3	2#3
8439	9063	0.7400	5	1	1#5
26	164	0.7400	1	3	1#3
2131	5391	0.7400	5	4	4#5
1057	2071	0.7400	4	3	3#4
5060	5185	0.7400	4	4	4#4
413	5023	0.7400	3	3	3#3
2386	3786	0.7400	3	4	3#4
2958	3099	0.7400	4	4	4#4
795	814	0.7400	1	5	1#5
29	814	0.7400	3	5	3#5
833	5212	0.7400	3	2	2#3
2724	3193	0.7400	1	5	1#5
7552	8168	0.7400	4	3	3#4
4	61	0.7400	1	5	1#5
626	654	0.7400	2	2	2#2
170	2535	0.7400	4	2	2#4
5159	5207	0.7400	4	1	1#4
1262	5324	0.7400	1	1	1#1
1465	3953	0.7400	3	3	3#3
5363	5380	0.7400	5	2	2#5
341	5324	0.7400	4	1	1#4
3948	4189	0.7400	2	2	2#2
2866	7856	0.7400	1	1	1#1
947	5324	0.7400	1	1	1#1
3017	8555	0.7400	3	5	3#5
7110	9614	0.7400	3	4	3#4
236	1818	0.7400	3	1	1#3
3441	4121	0.7400	5	4	4#5
1498	5040	0.7400	2	2	2#2
6261	8135	0.7400	3	1	1#3
1644	9066	0.7400	3	2	2#3
5391	9199	0.7400	4	4	4#4
5063	6782	0.7400	1	2	1#2
4	1608	0.7400	1	1	1#1
1486	1974	0.7400	5	3	3#5
3127	3537	0.7400	2	1	1#2
3438	3806	0.7400	2	1	1#2
450	2976	0.7400	2	4	2#4
1973	2057	0.7400	3	4	3#4
2789	3215	0.7400	4	5	4#5
104	5788	0.7400	2	5	2#5
5756	7533	0.7400	3	5	3#5
10	8297	0.7400	4	5	4#5
68	1734	0.7400	2	2	2#2
5041	7529	0.7400	1	5	1#5
2598	5853	0.7400	2	1	1#2
1429	5810	0.7400	3	4	3#4
5051	7783	0.7400	3	5	3#5
3439	4068	0.7400	4	4	4#4
52	1672	0.7400	5	2	2#5
638	7002	0.7400	1	4	1#4
1175	9245	0.7400	4	1	1#4
4548	7456	0.7400	5	1	1#5
2826	2875	0.7400	5	2	2#5
14	128	0.7400	3	5	3#5
3441	4669	0.7400	5	4	4#5
4156	9441	0.7400	4	4	4#4
2189	2364	0.7400	2	5	2#5
4424	6459	0.7400	2	1	1#2
1849	4033	0.7400	4	4	4#4
2221	7416	0.7400	2	2	2#2
1900	9517	0.7400	3	5	3#5
2159	3194	0.7400	1	1	1#1
7555	8802	0.7400	1	3	1#3
1056	4835	0.7400	4	2	2#4
1851	3852	0.7400	1	3	1#3
2412	7138	0.7400	4	5	4#5
5343	5611	0.7400	5	2	2#5
6683	9025	0.7400	4	4	4#4
5750	9025	0.7400	3	4	3#4
7591	7700	0.7400	2	3	2#3
2736	6407	0.7400	2	4	2#4
2233	5162	0.7400	2	1	1#2
3205	5162	0.7400	2	1	1#2
10	475	0.7400	4	4	4#4
7632	9864	0.7400	5	4	4#5
100	5412	0.7400	5	5	5#5
2552	3292	0.7400	4	4	4#4
6771	9336	0.7400	2	5	2#5
206	8791	0.7400	2	2	2#2
3594	4924	0.7400	4	3	3#4
981	4720	0.7400	4	2	2#4
3215	6666	0.7400	5	1	1#5
1918	3324	0.7400	3	2	2#3
2698	7726	0.7400	3	2	2#3
1412	6407	0.7400	2	4	2#4
842	2875	0.7400	5	2	2#5
8596	9535	0.7400	4	2	2#4
3410	9800	0.7400	4	4	4#4
7647	8701	0.7400	2	2	2#2
3489	3522	0.7400	5	4	4#5
2995	3107	0.7400	3	5	3#5
1251	1895	0.7400	4	3	3#4
6409	7219	0.7400	3	1	1#3
5849	5921	0.7400	3	4	3#4
1266	6266	0.7400	1	5	1#5
3567	6066	0.7400	3	3	3#3
158	314	0.7400	5	4	4#5
142	763	0.7400	5	5	5#5
6399	9000	0.7400	2	1	1#2
631	967	0.7400	3	2	2#3
2094	2116	0.7400	4	2	2#4
61	2248	0.7400	5	1	1#5
5618	6868	0.7400	1	3	1#3
1	318	0.7400	2	5	2#5
5715	6957	0.7400	2	1	1#2
2508	2700	0.7400	2	1	1#2
630	2034	0.7400	2	4	2#4
159	6094	0.7400	1	4	1#4
3003	9017	0.7400	3	3	3#3
7554	7815	0.7400	5	5	5#5
5159	6622	0.7400	4	4	4#4
5013	5052	0.7400	4	3	3#4
358	2700	0.7400	1	1	1#1
3330	8062	0.7400	5	5	5#5
6264	7529	0.7400	2	5	2#5
82	8215	0.7400	4	4	4#4
2512	2540	0.7400	2	1	1#2
1904	1908	0.7400	4	4	4#4
6632	7268	0.7400	5	2	2#5
3780	9628	0.7399	4	3	3#4
4707	9023	0.7393	4	5	4#5
3032	9119	0.7393	4	1	1#4
1072	2602	0.7390	5	2	2#5
3282	8846	0.7379	4	5	4#5
736	8074	0.7377	3	4	3#4
4026	9706	0.7368	2	4	2#4
5111	9453	0.7368	3	4	3#4
1142	4823	0.7366	1	1	1#1
445	9433	0.7360	1	4	1#4
3319	6352	0.7360	5	3	3#5
680	9550	0.7359	4	5	4#5
4593	7420	0.7357	3	1	1#3
2043	6386	0.7356	1	5	1#5
1411	5585	0.7355	3	3	3#3
3374	7732	0.7350	1	3	1#3
685	4999	0.7348	2	3	2#3
2749	6180	0.7342	5	2	2#5
61	282	0.7341	5	4	4#5
6385	7495	0.7333	5	4	4#5
1176	6327	0.7327	1	1	1#1
253	401	0.7324	5	5	5#5
4149	5489	0.7313	3	3	3#3
6597	6610	0.7311	3	3	3#3
2713	5375	0.7303	5	4	4#5
2235	4989	0.7303	2	3	2#3
508	1367	0.7302	1	1	1#1
309	881	0.7300	5	4	4#5
979	8555	0.7300	2	5	2#5
492	970	0.7300	3	1	1#3
5478	9543	0.7300	2	3	2#3
8052	8832	0.7300	3	4	3#4
1535	1780	0.7300	1	1	1#1
5469	7664	0.7300	3	2	2#3
4132	9421	0.7300	2	1	1#2
268	873	0.7300	3	3	3#3
9844	9941	0.7300	3	5	3#5
5814	8298	0.7300	4	4	4#4
791	938	0.7300	4	1	1#4
4082	9092	0.7300	2	2	2#2
649	6158	0.7300	5	4	4#5
20	883	0.7300	3	4	3#4
240	3521	0.7300	1	1	1#1
666	5842	0.7300	5	5	5#5
8404	8673	0.7300	1	1	1#1
2745	7736	0.7300	5	1	1#5
307	1557	0.7300	1	4	1#4
4270	9415	0.7300	4	4	4#4
49	2700	0.7300	4	1	1#4
5059	8775	0.7300	3	2	2#3
2344	9766	0.7300	1	4	1#4
5938	8442	0.7300	4	5	4#5
2278	8017	0.7300	5	2	2#5
79	1263	0.7300	2	2	2#2
5189	5247	0.7300	2	1	1#2
488	1958	0.7300	3	4	3#4
2637	4649	0.7300	4	5	4#5
869	881	0.7300	3	4	3#4
676	1266	0.7300	2	1	1#2
3232	5137	0.7300	3	5	3#5
4134	8024	0.7300	2	5	2#5
1381	2318	0.7300	3	5	3#5
3286	4142	0.7300	3	4	3#4
862	6897	0.7300	3	1	1#3
593	1245	0.7300	4	1	1#4
571	706	0.7300	2	4	2#4
2959	7843	0.7300	5	4	4#5
5049	5053	0.7300	1	4	1#4
2680	3131	0.7300	5	3	3#5
6115	8077	0.7300	2	2	2#2
5413	9162	0.7300	3	1	1#3
6256	6282	0.7300	1	4	1#4
1468	1780	0.7300	4	1	1#4
1357	2112	0.7300	3	4	3#4
1495	2515	0.7300	3	3	3#3
5753	7159	0.7300	1	2	1#2
1587	2935	0.7300	4	1	1#4
674	5061	0.7300	1	3	1#3
7239	7843	0.7300	3	4	3#4
5786	7559	0.7300	2	4	2#4
5317	5323	0.7300	1	3	1#3
91	192	0.7300	4	4	4#4
1881	1919	0.7300	4	2	2#4
108	2649	0.7300	2	1	1#2
4692	8832	0.7300	5	4	4#5
198	5034	0.7300	1	5	1#5
3537	8067	0.7300	1	2	1#2
2258	2649	0.7300	5	1	1#5
8448	9095	0.7300	3	2	2#3
713	5128	0.7300	4	3	3#4
6340	6379	0.7300	5	5	5#5
5051	6282	0.7300	3	4	3#4
1096	9651	0.7300	4	4	4#4
8145	9846	0.7300	5	2	2#5
5376	6594	0.7300	5	3	3#5
6550	6559	0.7300	1	3	1#3
30	254	0.7300	3	4	3#4
7783	8965	0.7300	5	2	2#5
3039	8939	0.7300	4	5	4#5
3877	7583	0.7300	3	5	3#5
5055	5061	0.7300	1	3	1#3
51	5719	0.7300	1	5	1#5
2545	4063	0.7300	2	2	2#2
2344	3755	0.7300	1	1	1#1
494	5172	0.7300	4	4	4#4
2618	2619	0.7300	5	2	2#5
5006	5026	0.7300	1	2	1#2
1498	1967	0.7300	2	4	2#4
1886	5709	0.7300	3	1	1#3
5002	8167	0.7300	5	2	2#5
257	3836	0.7300	5	1	1#5
2589	7531	0.7300	2	2	2#2
1066	8225	0.7300	4	3	3#4
7903	8841	0.7300	4	4	4#4
5219	5645	0.7300	1	2	1#2
2920	3812	0.7300	5	3	3#5
268	293	0.7300	3	1	1#3
1602	1647	0.7300	3	5	3#5
627	2266	0.7300	3	5	3#5
1221	3214	0.7300	4	3	3#4
2193	7207	0.7300	4	3	3#4
1330	1369	0.7300	2	5	2#5
88	6533	0.7300	4	3	3#4
704	724	0.7300	3	3	3#3
437	2495	0.7300	3	5	3#5
2735	5236	0.7300	5	2	2#5
3626	8145	0.7300	3	5	3#5
8890	8949	0.7300	5	5	5#5
131	1896	0.7300	3	2	2#3
1524	1647	0.7300	3	5	3#5
5787	8364	0.7300	1	5	1#5
3772	6979	0.7300	3	5	3#5
5053	5279	0.7300	4	4	4#4
394	665	0.7300	1	1	1#1
7041	7130	0.7300	1	5	1#5
5044	9125	0.7300	4	4	4#4
5023	5947	0.7300	3	4	3#4
5774	6090	0.7300	5	5	5#5
3073	4671	0.7300	2	2	2#2
100	605	0.7300	5	2	2#5
2464	4513	0.7300	5	4	4#5
313	7813	0.7300	5	4	4#5
47	5748	0.7300	4	5	4#5
1426	3763	0.7300	3	3	3#3
8341	9565	0.7300	5	2	2#5
5909	8324	0.7300	3	5	3#5
2534	3156	0.7300	5	5	5#5
734	5686	0.7300	4	5	4#5
1357	5090	0.7300	3	5	3#5
8296	9658	0.7300	2	1	1#2
461	4142	0.7300	1	4	1#4
2540	3556	0.7300	1	1	1#1
410	1041	0.7300	1	4	1#4
6568	8756	0.7300	3	5	3#5
8834	9107	0.7300	5	5	5#5
2585	5226	0.7300	2	2	2#2
6022	6029	0.7300	1	5	1#5
1005	3027	0.7300	2	3	2#3
1283	1322	0.7300	1	4	1#4
1568	6568	0.7300	5	3	3#5
325	641	0.7300	4	1	1#4
674	704	0.7300	1	3	1#3
880	1212	0.7300	5	4	4#5
5044	5161	0.7300	4	3	3#4
1023	2000	0.7300	3	1	1#3
1018	3440	0.7300	2	3	2#3
3268	8176	0.7300	1	4	1#4
3438	7813	0.7300	2	4	2#4
4710	5686	0.7300	2	5	2#5
5944	6880	0.7300	5	4	4#5
1315	1948	0.7300	3	4	3#4
8472	9625	0.7300	5	1	1#5
3127	3637	0.7300	2	3	2#3
2914	4173	0.7300	2	3	2#3
1589	6631	0.7300	5	4	4#5
277	860	0.7300	4	2	2#4
371	4082	0.7300	2	2	2#2
5407	6907	0.7300	4	5	4#5
1294	1948	0.7300	2	4	2#4
1252	5098	0.7300	3	1	1#3
4463	4992	0.7300	3	5	3#5
364	5999	0.7300	4	2	2#4
287	901	0.7300	5	4	4#5
5474	9849	0.7300	2	4	2#4
2568	2884	0.7300	2	5	2#5
5398	6332	0.7300	4	3	3#4
1410	8127	0.7300	3	3	3#3
7091	8127	0.7300	5	3	3#5
7542	7715	0.7300	2	5	2#5
4779	6029	0.7300	3	5	3#5
665	1966	0.7300	1	5	1#5
617	1538	0.7300	4	3	3#4
395	3461	0.7300	5	1	1#5
1753	5358	0.7300	1	2	1#2
939	8656	0.7300	1	3	1#3
8008	9033	0.7300	1	4	1#4
8911	9615	0.7300	2	5	2#5
113	1393	0.7300	5	1	1#5
2813	3535	0.7300	1	5	1#5
